vowel_length_contrast,language,phone_dur_uttr,model,syll_pos,derivative_cs,derivative_cl,eff_size,phone_dur_cs,phone_dur_cl,derivative_nc,phone_dur_nc
unrestricted,Bora,0.08342857142856917,vln_mod_mono_pos,final,0.946116010327458,1.051772531918349,0.10565652159089112,0.07718181773519887,0.12900490662772243,NA,NA
unrestricted,Beja,0.07982608695652167,vln_mod_mono_pos,final,1.0165727484565679,1.1202641141232483,0.10369136566668047,0.07815056127199269,0.1272032887820215,NA,NA
unrestricted,Movima,0.07758620689654977,vln_mod_mono_pos,final,1.0855734322068322,1.185602214054171,0.10002878184733888,0.07834122797801224,0.12558887356364806,NA,NA
unrestricted,Fanbyak,0.0784722222222223,vln_mod_mono_pos,final,1.0671007455611559,1.1598581580942735,0.09275741253311764,0.0846518123822475,0.1326224063524571,NA,NA
unrestricted,Fanbyak,0.0784722222222223,vln_mod_mono_pos,nonfinal,1.0759589207394171,1.1680716705755323,0.09211274983611517,0.08096683919141102,0.12893743316162057,NA,NA
unrestricted,Evenki,0.081155172413793,vln_mod_mono_pos,nonfinal,1.032589676165152,1.1240872583822004,0.09149758221704829,0.07068933287283108,0.12078075876059535,NA,NA
unrestricted,Movima,0.07758620689654977,vln_mod_mono_pos,nonfinal,1.1247202347028917,1.2125826686042451,0.0878624339013534,0.07468057863814168,0.12192822422377747,NA,NA
unrestricted,Arapaho,0.08819999999999709,vln_mod_mono_pos,final,0.942355101953396,1.0227724691798112,0.08041736722641524,0.09347799823500376,0.14881478246742358,NA,NA
unrestricted,Svan,0.07960784313725494,vln_mod_mono_pos,nonfinal,1.0723841613877738,1.15099317243339,0.07860901104561613,0.08720680989794533,0.1360868264576479,NA,NA
unrestricted,Svan,0.07960784313725494,vln_mod_mono_pos,final,1.0917636157730115,1.1614905349595084,0.06972691918649687,0.09095667143853683,0.13983668799823945,NA,NA
unrestricted,Resigaro,0.09364285714285696,vln_mod_mono_pos,nonfinal,1.0279892873641394,1.0973276252894681,0.06933833792532873,0.08048944354169701,0.1398192237799701,NA,NA
unrestricted,Evenki,0.081155172413793,vln_mod_mono_pos,final,1.0979111734279456,1.1603074391928203,0.06239626576487467,0.07458109429276336,0.12467252018052763,NA,NA
unrestricted,Resigaro,0.09364285714285696,vln_mod_mono_pos,final,1.1301805448296065,1.1550902703225674,0.024909725492960888,0.08647059788289524,0.14580037812116833,NA,NA
restricted,Mojeno_Trinitario,0.0928888888888894,vln_mod_mono_pos,nonfinal,1.3309245869068675,1.271288629030698,-0.0596359578761696,0.09128070874465065,0.1500449386430174,NA,NA
restricted,Kamas,0.11083333333333864,vln_mod_mono_pos,final,NA,NA,NA,NA,NA,1.5439827008041362,0.11196635101556768
none,Yongning_Na,0.08989743589743518,vln_mod_mono_pos,final,NA,NA,NA,NA,NA,1.3231162449978129,0.09765830970979127
none,Urum,0.0753921568627451,vln_mod_mono_pos,nonfinal,NA,NA,NA,NA,NA,1.3095655246808668,0.08271652460145026
none,Yali,0.05786206896551715,vln_mod_mono_pos,nonfinal,NA,NA,NA,NA,NA,1.298950935461729,0.059685230667631615
