phone_dur_uttr,vht,syll_pos,speaker,language,vlcLn,vlcLn_o,vht_o,syll_pos_o,language_f,speaker_f,dur,ul,ll,model
0.1693232610192834,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.18034382867473403,0.18578826282111655,0.17489939452835152,vln_mod_mono_baseline
0.17067005280073427,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.1817774011647424,0.1872827932290633,0.17627200910042148,vln_mod_mono_baseline
0.17201684458218516,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.1832109732872041,0.18877768521839197,0.17764426135601621,vln_mod_mono_baseline
0.17336363636363605,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.18464454522589252,0.19027292655980788,0.17901616389197716,vln_mod_mono_baseline
0.04003124999999841,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.04270463555807935,0.04691391320725739,0.03849535790890131,vln_mod_mono_baseline
0.04137804178144929,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.044138577570514766,0.048299785038807226,0.039977370102222305,vln_mod_mono_baseline
0.04272483356290018,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.045572519559238106,0.04968646189131403,0.04145857722716218,vln_mod_mono_baseline
0.044071625344351065,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.04700646150053735,0.05107397201052396,0.042938950990550735,vln_mod_mono_baseline
0.04541841712580195,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.04844040337070039,0.05246234380797317,0.044418462933427605,vln_mod_mono_baseline
0.04676520890725283,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.04987434514601519,0.05385160587323953,0.04589708441879084,vln_mod_mono_baseline
0.04811200068870372,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.05130828680276967,0.05524178700995016,0.047374786595589184,vln_mod_mono_baseline
0.049458792470154604,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.052742228317251796,0.05663291629726965,0.04885154033723394,vln_mod_mono_baseline
0.05080558425160549,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.05417616966574947,0.058025023178568814,0.05032731615293013,vln_mod_mono_baseline
0.05215237603305638,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.05561011082455066,0.05941813757891529,0.051802084070186036,vln_mod_mono_baseline
0.05349916781450726,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.057044051765491176,0.060812290067916414,0.05327581346306594,vln_mod_mono_baseline
0.054845959595958144,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.05847799236681672,0.06220751229426012,0.05474847243937332,vln_mod_mono_baseline
0.056192751377409034,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.05991193241782976,0.06360383684167746,0.05622002799398205,vln_mod_mono_baseline
0.05753954315885992,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.06134587170431072,0.06500129662600912,0.05769044678261232,vln_mod_mono_baseline
0.0588863349403108,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.06277981001204004,0.06639992460961384,0.05915969541446624,vln_mod_mono_baseline
0.06023312672176169,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.06421374712679817,0.06779975359003743,0.060627740663558916,vln_mod_mono_baseline
0.06157991850321257,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.0656476828343656,0.0692008160566594,0.0620945496120718,vln_mod_mono_baseline
0.06292671028466346,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.06708161692052275,0.07060314412117082,0.06356008971987469,vln_mod_mono_baseline
0.06427350206611435,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.06851554917105007,0.07200676952754452,0.06502432881455562,vln_mod_mono_baseline
0.06562029384756524,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.06994947934192894,0.07341172374281052,0.06648723494104736,vln_mod_mono_baseline
0.06696708562901611,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.07138340660331026,0.07481803802702514,0.06794877517959538,vln_mod_mono_baseline
0.068313877410467,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.07281732959000109,0.07622574333494733,0.06940891584505485,vln_mod_mono_baseline
0.06966066919191788,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.0742512469171324,0.07763486998329888,0.07086762385096593,vln_mod_mono_baseline
0.07100746097336877,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.07568515719983523,0.07904544726765197,0.0723248671320185,vln_mod_mono_baseline
0.07235425275481966,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.07711905905324054,0.08045750315621515,0.07378061495026593,vln_mod_mono_baseline
0.07370104453627055,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.07855295109247934,0.08187106407075218,0.0752348381142065,vln_mod_mono_baseline
0.07504783631772143,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.07998683193268259,0.08328615476143386,0.07668750910393132,vln_mod_mono_baseline
0.0763946280991723,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.0814207001889813,0.0847027982816659,0.07813860209629671,vln_mod_mono_baseline
0.07774141988062319,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.0828545545269774,0.08612101615442982,0.07958809289952498,vln_mod_mono_baseline
0.07908821166207408,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.0842883945418432,0.08754083001623796,0.08103595906744844,vln_mod_mono_baseline
0.08043500344352497,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.0857222206455322,0.08896226128046257,0.08248218001060183,vln_mod_mono_baseline
0.08178179522497586,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.08715603327779262,0.09038532935921492,0.08392673719637031,vln_mod_mono_baseline
0.08312858700642674,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.0885898328783726,0.09181005124118392,0.08536961451556128,vln_mod_mono_baseline
0.08447537878787761,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.09002361988702041,0.09323644122452487,0.08681079854951596,vln_mod_mono_baseline
0.0858221705693285,nonhigh,final,Edi,Yali,no_contrast,no_contrast,nonhigh,final,Yali,Edi,0.09145739474348424,0.0946645107631242,0.08825027872384429,vln_mod_mono_baseline
